TabellarischeAuswertung von: 01.11.2023 00:00:00 bis: 20.11.2023 00:00:00;;;;;
Sps_datum;Trocknung-Durchfluss  7A Netz 700.1 [m³/min];Trocknung-Durchfluss  7B Netz 800.1 [m³/min];Trocknung-Durchfluss 7A Netz 700.5 [m³/min];Trocknung-Durchfluss 7A Netz 700.6 [m³/min];Trocknung-Durchfluss 7C Netz 900.1 [m³/min]
13.11.2023 17:52:45;NaN;51,36;39,69;52,03;18,63
13.11.2023 18:07:45;NaN;33,52;34,55;43,36;25,77
13.11.2023 18:22:45;NaN;44,20;39,44;51,09;16,71
13.11.2023 18:37:45;NaN;47,65;39,41;52,40;14,02
13.11.2023 18:52:45;NaN;37,76;43,64;66,48;27,76
13.11.2023 19:07:45;NaN;22,53;38,59;50,86;14,65
13.11.2023 19:22:45;NaN;37,22;39,00;52,97;13,64
13.11.2023 19:37:45;NaN;68,71;45,44;68,91;17,73
13.11.2023 19:52:45;NaN;100,13;58,47;96,60;33,57
13.11.2023 20:07:45;NaN;74,03;49,26;77,84;38,04
13.11.2023 20:22:45;NaN;65,72;43,86;67,43;15,27
13.11.2023 20:37:45;NaN;100,61;52,74;82,46;18,70
13.11.2023 20:52:45;NaN;66,92;48,00;74,04;23,17
13.11.2023 21:07:45;NaN;84,52;48,89;75,22;16,76
13.11.2023 21:22:45;NaN;75,93;51,45;82,71;13,79
13.11.2023 21:37:46;NaN;96,16;52,35;85,90;15,75
13.11.2023 21:52:46;NaN;81,14;53,75;87,27;21,14
13.11.2023 22:07:46;NaN;60,86;45,80;76,12;27,89
13.11.2023 22:22:46;NaN;41,89;51,48;82,22;36,27
13.11.2023 22:37:46;NaN;66,96;48,09;74,43;35,38
13.11.2023 22:52:46;NaN;87,47;58,61;97,96;21,76
13.11.2023 23:07:46;NaN;75,10;53,77;87,57;17,20
13.11.2023 23:22:46;NaN;74,77;56,43;94,27;22,63
13.11.2023 23:37:46;NaN;95,97;54,45;92,63;29,37
13.11.2023 23:52:46;NaN;62,19;52,05;89,92;54,46
14.11.2023 00:07:46;NaN;89,60;52,38;86,21;13,94
14.11.2023 00:22:46;NaN;98,31;53,68;87,44;16,31
14.11.2023 00:37:46;NaN;105,67;59,41;105,59;27,14
14.11.2023 00:52:46;NaN;75,88;58,77;100,80;30,94
14.11.2023 01:07:46;NaN;85,65;53,14;91,34;40,30
14.11.2023 01:22:46;NaN;98,03;55,45;95,00;26,21
14.11.2023 01:37:46;NaN;95,72;54,99;91,95;28,51
14.11.2023 01:52:46;NaN;47,05;55,76;95,59;30,13
14.11.2023 02:07:46;NaN;87,17;52,23;88,08;41,00
14.11.2023 02:22:46;NaN;59,29;45,73;69,13;19,24
14.11.2023 02:37:46;NaN;28,39;44,64;64,91;29,13
14.11.2023 02:52:46;NaN;37,33;44,61;65,49;40,97
14.11.2023 03:07:46;NaN;70,57;47,65;75,27;30,17
14.11.2023 03:22:46;NaN;91,73;57,27;95,85;18,97
14.11.2023 03:37:46;NaN;112,10;54,23;91,52;28,93
14.11.2023 03:52:46;NaN;87,47;58,38;100,00;30,67
14.11.2023 04:07:46;NaN;86,95;54,62;90,22;25,51
14.11.2023 04:22:46;NaN;74,86;62,02;109,43;40,19
14.11.2023 04:37:46;NaN;86,05;57,59;99,79;32,29
14.11.2023 04:52:46;NaN;82,63;56,75;98,53;60,05
14.11.2023 05:07:46;NaN;87,79;53,01;86,64;27,12
14.11.2023 05:22:46;NaN;93,53;52,16;85,47;34,05
14.11.2023 05:37:46;NaN;79,59;51,10;81,90;40,10
14.11.2023 05:52:46;NaN;78,53;49,52;77,84;24,48
14.11.2023 06:07:46;NaN;91,33;58,42;97,57;25,64
14.11.2023 06:22:46;NaN;86,87;56,91;97,95;38,41
14.11.2023 06:37:46;NaN;80,95;55,33;91,85;24,30
14.11.2023 06:52:46;NaN;58,04;59,96;101,49;23,95
14.11.2023 07:07:46;NaN;82,42;54,02;87,89;26,55
14.11.2023 07:22:46;NaN;94,91;58,48;100,89;31,02
14.11.2023 07:37:46;NaN;78,27;53,55;89,17;25,03
14.11.2023 07:52:46;NaN;94,16;53,25;93,08;21,78
14.11.2023 08:07:46;NaN;93,14;52,44;92,38;27,21
14.11.2023 08:22:47;NaN;94,99;56,92;100,80;24,45
14.11.2023 08:37:47;NaN;73,09;58,29;102,99;31,87
14.11.2023 08:52:47;NaN;94,81;55,32;97,06;29,05
14.11.2023 09:07:47;NaN;69,48;47,84;76,89;16,82
14.11.2023 09:22:47;NaN;75,26;41,38;64,13;18,97
14.11.2023 09:37:47;NaN;79,08;46,88;76,98;20,74
14.11.2023 09:52:47;NaN;37,15;40,95;61,17;18,25
14.11.2023 10:07:47;NaN;48,27;45,99;74,97;34,96
14.11.2023 10:22:47;NaN;49,80;47,24;79,52;19,07
14.11.2023 10:37:47;NaN;62,90;43,67;71,97;15,37
14.11.2023 10:52:47;NaN;84,30;52,77;91,00;26,91
14.11.2023 11:07:47;NaN;65,67;51,20;85,03;15,10
14.11.2023 11:22:47;NaN;76,82;55,29;99,56;54,57
14.11.2023 11:37:47;NaN;93,10;53,20;98,75;30,96
14.11.2023 11:52:47;NaN;89,44;53,14;95,67;29,98
14.11.2023 12:07:47;NaN;98,38;55,11;101,70;41,75
14.11.2023 12:22:47;NaN;102,37;57,70;103,09;34,05
14.11.2023 12:37:47;NaN;81,16;55,58;101,76;30,75
14.11.2023 12:52:47;NaN;96,81;55,81;101,93;34,48
14.11.2023 13:07:47;NaN;79,03;52,74;102,36;23,63
14.11.2023 13:22:47;NaN;85,33;54,40;100,33;25,79
14.11.2023 13:37:47;NaN;74,41;51,35;93,31;33,82
14.11.2023 13:52:47;NaN;95,13;55,07;99,53;21,06
14.11.2023 14:07:47;NaN;72,65;44,61;75,34;16,01
14.11.2023 14:22:47;NaN;75,86;48,85;82,31;17,74
14.11.2023 14:37:47;NaN;83,81;49,82;85,31;17,10
14.11.2023 14:52:47;NaN;68,26;48,81;82,64;22,03
14.11.2023 15:07:47;NaN;95,05;51,43;90,11;24,55
14.11.2023 15:22:47;NaN;81,76;49,08;86,74;30,92
14.11.2023 15:37:47;NaN;69,78;43,86;71,79;17,64
14.11.2023 15:52:47;NaN;89,47;47,11;76,72;29,01
14.11.2023 16:07:47;NaN;81,38;45,93;76,10;17,08
14.11.2023 16:22:47;NaN;84,08;47,96;83,00;16,05
14.11.2023 16:37:47;NaN;110,32;50,07;83,93;19,99
14.11.2023 16:52:47;NaN;89,43;53,20;95,17;23,63
14.11.2023 17:07:47;NaN;92,59;48,06;82,05;14,61
14.11.2023 17:22:47;NaN;47,22;43,71;69,76;25,24
14.11.2023 17:37:47;NaN;48,39;34,27;51,94;17,29
14.11.2023 17:52:47;NaN;47,78;39,47;55,98;26,84
14.11.2023 18:07:47;NaN;73,35;47,58;76,25;20,33
14.11.2023 18:22:47;NaN;72,33;43,78;69,81;18,51
14.11.2023 18:37:47;NaN;68,48;47,43;75,11;21,95
14.11.2023 18:52:47;NaN;56,45;41,40;61,00;17,80
14.11.2023 19:07:48;NaN;52,49;38,23;55,87;31,44
14.11.2023 19:22:48;NaN;72,73;45,51;72,83;20,62
14.11.2023 19:37:48;NaN;91,27;41,79;65,57;22,38
14.11.2023 19:52:48;NaN;95,59;48,01;79,90;22,51
14.11.2023 20:07:48;NaN;76,78;43,35;70,24;23,97
14.11.2023 20:22:48;NaN;94,16;45,58;71,59;25,12
14.11.2023 20:37:48;NaN;67,66;48,72;80,21;38,99
14.11.2023 20:52:48;NaN;65,22;44,93;71,87;24,84
14.11.2023 21:07:48;NaN;79,99;45,70;72,67;34,89
14.11.2023 21:22:48;NaN;85,99;47,37;79,80;21,32
14.11.2023 21:37:48;NaN;87,09;44,24;68,54;26,41
14.11.2023 21:52:48;NaN;77,39;54,70;94,00;24,96
14.11.2023 22:07:48;NaN;56,76;43,08;65,65;31,06
14.11.2023 22:22:48;NaN;80,44;50,83;85,66;38,40
14.11.2023 22:37:48;NaN;85,79;46,85;80,45;23,94
14.11.2023 22:52:48;NaN;83,99;48,81;77,26;27,04
14.11.2023 23:07:48;NaN;73,52;51,29;87,72;34,12
14.11.2023 23:22:48;NaN;74,66;55,93;99,10;24,01
14.11.2023 23:37:48;NaN;81,37;52,50;87,62;21,99
14.11.2023 23:52:48;NaN;98,17;55,35;94,99;29,60
15.11.2023 00:07:48;NaN;89,89;57,31;99,57;28,30
15.11.2023 00:22:48;NaN;97,69;58,06;101,14;32,52
15.11.2023 00:37:48;NaN;92,40;59,97;105,82;31,44
15.11.2023 00:52:48;NaN;83,26;48,92;82,32;13,68
15.11.2023 01:07:48;NaN;91,05;54,36;95,32;15,70
15.11.2023 01:22:48;NaN;80,40;58,46;103,83;29,82
15.11.2023 01:37:48;NaN;62,79;55,22;93,45;17,10
15.11.2023 01:52:48;NaN;93,45;57,45;101,70;35,42
15.11.2023 02:07:48;NaN;35,63;47,32;73,58;19,25
15.11.2023 02:22:48;NaN;30,38;37,45;52,32;26,92
15.11.2023 02:37:48;NaN;45,81;44,43;70,55;16,96
15.11.2023 02:52:48;NaN;57,06;45,30;71,60;33,65
15.11.2023 03:07:48;NaN;102,74;56,50;102,04;19,67
15.11.2023 03:22:48;NaN;69,71;55,91;101,34;27,81
15.11.2023 03:37:48;NaN;78,96;45,74;73,20;28,00
15.11.2023 03:52:48;NaN;87,86;51,71;91,68;18,32
15.11.2023 04:07:48;NaN;80,03;48,88;83,91;16,14
15.11.2023 04:22:48;NaN;90,62;52,93;91,06;31,51
15.11.2023 04:37:48;NaN;88,10;52,12;89,68;39,72
15.11.2023 04:52:48;NaN;100,81;54,85;97,24;35,79
15.11.2023 05:07:48;NaN;93,84;51,46;91,85;20,39
15.11.2023 05:22:48;NaN;89,51;50,49;87,32;20,48
15.11.2023 05:37:48;NaN;77,59;42,69;69,27;18,90
15.11.2023 05:52:49;NaN;52,15;44,12;69,65;25,46
15.11.2023 06:07:49;NaN;85,51;48,07;81,88;22,17
15.11.2023 06:22:49;NaN;64,57;44,11;72,13;30,47
15.11.2023 06:37:49;NaN;95,51;50,31;84,22;23,90
15.11.2023 06:52:49;NaN;85,74;54,94;98,05;22,82
15.11.2023 07:07:49;NaN;77,91;52,55;91,95;34,30
15.11.2023 07:22:49;NaN;91,51;50,05;89,00;23,70
15.11.2023 07:37:49;NaN;94,18;57,55;109,67;30,48
15.11.2023 07:52:49;NaN;94,14;51,71;92,12;28,14
15.11.2023 08:07:49;NaN;77,75;48,97;85,94;34,49
15.11.2023 08:22:49;NaN;67,61;53,77;99,05;33,74
15.11.2023 08:37:49;NaN;57,31;43,66;72,72;30,15
15.11.2023 08:52:49;NaN;58,30;52,73;90,32;31,32
15.11.2023 09:07:49;NaN;80,42;51,74;94,16;25,83
15.11.2023 09:22:49;NaN;90,26;54,58;97,63;33,31
15.11.2023 09:37:49;NaN;52,37;49,00;83,63;27,79
15.11.2023 09:52:49;NaN;35,13;47,15;77,85;32,67
15.11.2023 10:07:49;NaN;42,57;44,48;74,78;32,18
15.11.2023 10:22:49;NaN;88,67;50,79;96,85;30,31
15.11.2023 10:37:49;NaN;64,66;53,56;97,17;44,37
15.11.2023 10:52:49;NaN;71,68;65,10;117,54;35,38
15.11.2023 11:07:49;NaN;93,80;56,30;105,11;29,94
15.11.2023 11:22:49;NaN;83,93;53,08;97,35;28,78
15.11.2023 11:37:49;NaN;79,95;55,34;113,15;39,80
15.11.2023 11:52:49;NaN;81,08;66,83;120,33;34,17
15.11.2023 12:07:49;NaN;67,33;50,30;86,82;37,63
15.11.2023 12:22:49;NaN;75,31;51,75;93,25;26,49
15.11.2023 12:37:49;NaN;79,81;54,16;97,92;26,10
15.11.2023 12:52:49;NaN;80,85;56,31;107,24;24,01
15.11.2023 13:07:49;NaN;72,24;53,81;99,15;35,21
15.11.2023 13:22:49;NaN;67,32;50,09;88,16;31,86
15.11.2023 13:37:49;NaN;72,25;49,99;92,40;16,11
15.11.2023 13:52:49;NaN;73,53;52,01;92,84;18,12
15.11.2023 14:07:49;NaN;91,42;48,73;83,59;18,78
15.11.2023 14:22:49;NaN;92,07;51,61;89,12;19,83
15.11.2023 14:37:49;NaN;79,23;50,24;89,18;18,17
15.11.2023 14:52:49;NaN;76,65;56,81;106,40;19,70
15.11.2023 15:07:49;NaN;74,79;49,51;85,63;27,70
15.11.2023 15:22:49;NaN;86,54;51,35;91,62;22,68
15.11.2023 15:37:49;NaN;66,46;44,92;76,16;45,52
15.11.2023 15:52:49;NaN;85,98;47,19;81,23;19,37
15.11.2023 16:07:49;NaN;80,53;56,42;105,07;33,64
15.11.2023 16:22:49;NaN;74,71;47,26;82,16;28,44
15.11.2023 16:37:49;NaN;87,35;46,67;77,15;18,56
15.11.2023 16:52:50;NaN;58,07;46,81;81,65;42,72
15.11.2023 17:07:50;NaN;48,53;45,33;75,59;19,29
15.11.2023 17:22:50;NaN;48,17;46,04;77,84;17,35
15.11.2023 17:37:50;NaN;71,07;47,63;79,42;17,19
15.11.2023 17:52:50;NaN;67,46;49,26;87,12;20,60
15.11.2023 18:07:50;NaN;71,14;50,01;89,18;16,27
15.11.2023 18:22:50;NaN;62,05;46,79;78,08;18,70
15.11.2023 18:37:50;NaN;73,00;48,91;86,23;22,20
15.11.2023 18:52:50;NaN;99,13;56,84;104,93;22,96
15.11.2023 19:07:50;NaN;91,42;49,46;85,65;21,69
15.11.2023 19:22:50;NaN;90,48;45,59;77,30;16,32
15.11.2023 19:37:50;NaN;91,42;45,91;78,72;19,04
15.11.2023 19:52:50;NaN;90,77;48,42;84,04;18,88
15.11.2023 20:07:50;NaN;89,78;49,11;82,90;22,37
15.11.2023 20:22:50;NaN;67,39;46,95;82,67;31,79
15.11.2023 20:37:50;NaN;50,76;39,38;62,08;19,18
15.11.2023 20:52:50;NaN;23,98;28,72;37,07;19,01
15.11.2023 21:07:50;NaN;34,07;41,65;66,22;30,41
15.11.2023 21:22:50;NaN;46,23;36,59;53,88;13,32
15.11.2023 21:37:50;NaN;44,84;38,14;58,73;13,24
15.11.2023 21:52:50;NaN;89,62;46,80;80,59;27,43
15.11.2023 22:07:50;NaN;90,04;49,99;86,99;13,24
15.11.2023 22:22:50;NaN;86,72;51,03;87,84;21,76
15.11.2023 22:37:50;NaN;88,72;51,44;90,14;21,03
15.11.2023 22:52:50;NaN;82,05;45,45;76,94;19,57
15.11.2023 23:07:50;NaN;72,19;47,17;81,45;15,94
15.11.2023 23:22:50;NaN;82,26;47,62;79,25;19,36
15.11.2023 23:37:50;NaN;107,88;60,67;101,97;23,96
15.11.2023 23:52:50;NaN;68,37;48,22;82,57;13,38
16.11.2023 00:07:50;NaN;44,96;43,19;69,94;31,24
16.11.2023 00:22:50;NaN;105,88;58,57;109,30;28,64
16.11.2023 00:37:50;NaN;77,30;51,94;92,58;28,95
16.11.2023 00:52:50;NaN;75,22;50,78;89,94;15,51
16.11.2023 01:07:50;NaN;111,18;51,15;91,30;27,27
16.11.2023 01:22:50;NaN;86,18;46,98;77,82;25,83
16.11.2023 01:37:50;NaN;76,71;48,30;83,31;17,22
16.11.2023 01:52:50;NaN;61,91;43,39;68,42;15,88
16.11.2023 02:07:50;NaN;90,79;46,05;76,97;14,84
16.11.2023 02:22:50;NaN;52,97;38,16;58,78;11,76
16.11.2023 02:37:50;NaN;45,05;41,04;65,43;18,20
16.11.2023 02:52:50;NaN;43,85;44,41;72,38;19,45
16.11.2023 03:07:50;NaN;45,21;43,33;71,58;16,66
16.11.2023 03:22:50;NaN;105,81;52,92;96,07;16,55
16.11.2023 03:37:51;NaN;100,66;54,77;101,13;22,42
16.11.2023 03:52:51;NaN;105,89;56,08;103,93;23,40
16.11.2023 04:07:51;NaN;53,07;45,36;74,87;23,34
16.11.2023 04:22:51;NaN;68,26;49,99;84,02;17,66
16.11.2023 04:37:51;NaN;74,60;57,10;100,76;26,90
16.11.2023 04:52:51;NaN;98,42;55,10;99,99;19,50
16.11.2023 05:07:51;NaN;93,16;51,15;89,76;19,57
16.11.2023 05:22:51;NaN;99,05;55,94;99,34;23,55
16.11.2023 05:37:51;NaN;99,32;54,02;98,71;23,92
16.11.2023 05:52:51;NaN;100,88;53,53;98,60;30,47
16.11.2023 06:07:51;NaN;76,60;51,89;92,63;17,33
16.11.2023 06:22:51;NaN;99,52;54,58;98,05;24,43
16.11.2023 06:37:51;NaN;82,05;51,12;91,97;27,91
16.11.2023 06:52:51;NaN;74,65;66,39;119,94;17,20
16.11.2023 07:07:51;NaN;74,86;58,42;112,71;21,04
16.11.2023 07:22:51;NaN;82,63;53,57;100,76;27,88
16.11.2023 07:37:51;NaN;92,86;56,49;107,00;34,89
16.11.2023 07:52:51;NaN;74,43;53,31;95,79;38,09
16.11.2023 08:07:51;NaN;97,52;60,47;114,62;31,07
16.11.2023 08:22:51;NaN;84,15;56,24;103,28;26,11
16.11.2023 08:37:51;NaN;100,20;58,49;113,40;51,01
16.11.2023 08:52:51;NaN;65,49;59,76;115,81;26,92
16.11.2023 09:07:51;NaN;87,30;54,07;96,11;44,92
16.11.2023 09:22:51;NaN;57,15;49,41;86,19;30,25
16.11.2023 09:37:51;NaN;30,40;44,44;75,07;16,01
16.11.2023 09:52:51;NaN;43,30;37,74;61,58;22,25
16.11.2023 10:07:51;NaN;19,67;31,84;48,03;23,31
16.11.2023 10:22:51;NaN;40,83;42,16;71,38;13,91
16.11.2023 10:37:51;NaN;81,99;50,70;93,61;20,60
16.11.2023 10:52:51;NaN;76,92;51,87;96,86;25,25
16.11.2023 11:07:51;NaN;98,45;57,43;110,22;27,63
16.11.2023 11:22:51;NaN;106,11;53,41;101,63;22,73
16.11.2023 11:37:51;NaN;89,72;56,32;103,94;24,39
16.11.2023 11:52:51;NaN;90,99;54,32;94,86;27,66
16.11.2023 12:07:51;NaN;84,55;52,28;100,40;32,14
16.11.2023 12:22:51;NaN;80,44;55,05;105,92;34,73
16.11.2023 12:37:51;NaN;57,92;46,91;88,43;39,51
16.11.2023 12:52:51;NaN;16,28;41,56;71,58;22,81
16.11.2023 13:07:51;NaN;54,58;48,08;87,25;24,19
16.11.2023 13:22:51;NaN;81,42;54,85;106,17;31,77
16.11.2023 13:37:51;NaN;94,85;55,88;108,83;24,95
16.11.2023 13:52:51;NaN;84,52;59,31;116,84;32,22
16.11.2023 14:07:51;NaN;102,03;49,80;91,50;19,45
16.11.2023 14:22:52;NaN;78,15;51,79;91,70;26,57
16.11.2023 14:37:52;NaN;97,17;51,05;93,99;17,39
16.11.2023 14:52:52;NaN;93,65;53,86;100,01;43,02
16.11.2023 15:07:52;NaN;83,57;53,44;101,36;18,77
16.11.2023 15:22:52;NaN;86,26;57,08;108,81;33,21
16.11.2023 15:37:52;NaN;77,39;50,34;91,86;29,88
16.11.2023 15:52:52;NaN;91,34;51,33;91,64;28,25
16.11.2023 16:07:52;NaN;95,55;51,92;93,19;22,66
16.11.2023 16:22:52;NaN;73,01;45,26;78,40;25,65
16.11.2023 16:37:52;NaN;102,96;53,10;100,54;31,41
16.11.2023 16:52:52;NaN;83,51;53,98;99,39;44,20
16.11.2023 17:07:52;NaN;105,56;59,60;113,78;25,05
16.11.2023 17:22:52;NaN;85,08;50,07;93,40;19,71
16.11.2023 17:37:52;NaN;95,59;56,09;109,49;22,54
16.11.2023 17:52:52;NaN;91,18;62,51;124,13;22,09
16.11.2023 18:07:52;NaN;33,57;48,80;90,71;18,58
16.11.2023 18:22:52;NaN;23,84;42,82;74,85;23,28
16.11.2023 18:37:52;NaN;65,39;48,78;84,17;31,66
16.11.2023 18:52:52;NaN;45,27;40,55;65,79;18,72
16.11.2023 19:07:52;NaN;105,81;63,28;111,65;50,75
16.11.2023 19:22:52;NaN;101,30;59,40;113,88;32,64
16.11.2023 19:37:52;NaN;89,24;51,10;92,34;37,79
16.11.2023 19:52:52;NaN;43,53;51,34;93,65;24,03
16.11.2023 20:07:52;NaN;93,55;51,47;92,00;20,55
16.11.2023 20:22:52;NaN;76,85;53,88;96,57;37,92
16.11.2023 20:37:52;NaN;78,02;47,17;79,78;26,74
16.11.2023 20:52:52;NaN;94,06;57,22;100,65;36,18
16.11.2023 21:07:52;NaN;77,52;48,31;80,20;20,67
16.11.2023 21:22:52;NaN;85,42;47,39;79,69;38,56
16.11.2023 21:37:52;NaN;102,22;52,65;91,58;31,73
16.11.2023 21:52:52;NaN;83,83;53,82;92,45;29,54
16.11.2023 22:07:52;NaN;85,54;46,86;79,26;16,53
16.11.2023 22:22:52;NaN;71,89;52,67;88,27;30,10
16.11.2023 22:37:52;NaN;76,09;54,14;92,00;33,91
16.11.2023 22:52:52;NaN;57,03;51,06;84,81;22,01
16.11.2023 23:07:52;NaN;63,42;47,34;77,35;38,19
16.11.2023 23:22:52;NaN;67,49;56,89;100,50;18,42
16.11.2023 23:37:52;NaN;85,64;55,23;96,56;26,52
16.11.2023 23:52:52;NaN;80,47;49,76;83,34;24,69
17.11.2023 00:07:52;NaN;84,20;54,60;91,14;18,14
17.11.2023 00:22:52;NaN;88,61;53,85;92,42;43,74
17.11.2023 00:37:52;NaN;90,78;56,79;98,46;45,55
17.11.2023 00:52:52;NaN;85,11;57,43;99,66;33,44
17.11.2023 01:07:52;NaN;47,46;47,49;77,30;31,85
17.11.2023 01:22:53;NaN;22,94;42,43;64,58;31,09
17.11.2023 01:37:53;NaN;27,57;42,81;64,54;37,17
17.11.2023 01:52:53;NaN;71,51;52,01;88,02;30,97
17.11.2023 02:07:53;NaN;100,63;50,48;84,50;47,61
17.11.2023 02:22:53;NaN;89,24;51,66;87,84;21,80
17.11.2023 02:37:53;NaN;44,65;40,71;60,38;31,14
17.11.2023 02:52:53;NaN;78,06;48,14;79,32;30,62
17.11.2023 03:07:53;NaN;36,34;46,83;76,17;24,22
17.11.2023 03:22:53;NaN;54,74;47,32;75,51;24,16
17.11.2023 03:37:53;NaN;102,45;57,94;105,97;23,66
17.11.2023 03:52:53;NaN;94,27;52,65;91,25;20,50
17.11.2023 04:07:53;NaN;98,60;54,18;97,17;21,03
17.11.2023 04:22:53;NaN;88,35;48,48;83,08;45,03
17.11.2023 04:37:53;NaN;95,17;51,63;88,23;23,16
17.11.2023 04:52:53;NaN;92,24;56,76;105,66;32,35
17.11.2023 05:07:53;NaN;73,41;53,10;96,54;34,58
17.11.2023 05:22:53;NaN;90,92;50,16;87,67;28,88
17.11.2023 05:37:53;NaN;48,97;43,64;70,24;28,54
17.11.2023 05:52:53;NaN;70,96;47,21;77,86;19,21
17.11.2023 06:07:53;NaN;71,79;44,22;73,68;15,98
17.11.2023 06:22:53;NaN;77,76;56,70;104,72;26,23
17.11.2023 06:37:53;NaN;102,90;58,87;100,15;35,50
17.11.2023 06:52:53;NaN;90,65;58,71;104,94;40,85
17.11.2023 07:07:53;NaN;92,96;55,94;101,91;29,95
17.11.2023 07:22:53;NaN;86,99;54,82;102,93;48,77
17.11.2023 07:37:53;NaN;87,86;52,53;95,36;32,41
17.11.2023 07:52:53;NaN;92,31;52,04;91,11;22,19
17.11.2023 08:07:53;NaN;47,76;49,19;87,48;48,69
17.11.2023 08:22:53;NaN;83,84;54,83;104,32;46,77
17.11.2023 08:37:53;NaN;97,59;56,73;111,10;39,84
17.11.2023 08:52:53;NaN;91,60;56,85;112,72;32,66
17.11.2023 09:07:53;NaN;96,04;50,53;95,91;22,13
17.11.2023 09:22:53;NaN;30,95;29,64;40,20;18,83
17.11.2023 09:37:53;NaN;27,03;36,28;59,35;22,14
17.11.2023 09:52:53;NaN;33,55;43,86;74,91;31,63
17.11.2023 10:07:53;NaN;91,07;56,68;111,19;38,32
17.11.2023 10:22:53;NaN;80,66;53,22;103,95;36,93
17.11.2023 10:37:53;NaN;79,29;53,35;99,39;30,31
17.11.2023 10:52:53;NaN;58,26;45,56;79,57;30,35
17.11.2023 11:07:53;NaN;85,20;50,89;93,31;35,17
17.11.2023 11:22:53;NaN;82,58;54,49;103,81;34,06
17.11.2023 11:37:53;NaN;74,99;56,08;108,11;27,05
17.11.2023 11:52:53;NaN;83,94;51,20;97,56;48,43
17.11.2023 12:07:54;NaN;99,79;56,95;110,68;37,41
17.11.2023 12:22:54;NaN;86,93;54,45;105,83;22,81
17.11.2023 12:37:54;NaN;91,23;56,04;114,31;42,04
17.11.2023 12:52:54;NaN;73,61;48,41;89,97;41,84
17.11.2023 13:07:54;NaN;74,15;53,29;101,54;25,51
17.11.2023 13:22:54;NaN;84,53;50,29;93,63;30,95
17.11.2023 13:37:54;NaN;84,31;49,87;91,95;21,47
17.11.2023 13:52:54;NaN;97,16;52,76;101,85;24,80
17.11.2023 14:07:54;NaN;49,93;47,56;82,20;29,14
17.11.2023 14:22:54;NaN;77,70;50,86;91,04;29,06
17.11.2023 14:37:54;NaN;105,83;54,72;102,53;42,42
17.11.2023 14:52:54;NaN;34,73;45,91;82,83;26,69
17.11.2023 15:07:54;NaN;89,08;55,10;103,02;33,27
17.11.2023 15:22:54;NaN;87,40;50,25;90,55;23,20
17.11.2023 15:37:54;NaN;78,30;49,67;86,59;17,79
17.11.2023 15:52:54;NaN;78,44;46,16;81,39;29,37
17.11.2023 16:07:54;NaN;85,60;49,30;86,55;33,09
17.11.2023 16:22:54;NaN;47,70;37,66;60,94;22,92
17.11.2023 16:37:54;NaN;73,47;46,21;81,42;27,24
17.11.2023 16:52:54;NaN;45,87;41,87;68,75;32,60
17.11.2023 17:07:54;NaN;41,88;42,31;69,75;24,73
17.11.2023 17:22:54;NaN;87,60;45,39;76,18;29,25
17.11.2023 17:37:54;NaN;82,47;45,69;77,98;19,87
17.11.2023 17:52:54;NaN;80,43;49,57;89,40;27,73
17.11.2023 18:07:54;NaN;83,13;46,66;77,84;22,82
17.11.2023 18:22:54;NaN;54,01;35,15;51,71;39,49
17.11.2023 18:37:54;NaN;21,38;28,19;34,71;15,26
17.11.2023 18:52:54;NaN;28,00;28,03;34,11;18,85
17.11.2023 19:07:54;NaN;41,18;35,32;52,21;35,63
17.11.2023 19:22:54;NaN;41,26;41,87;65,49;23,90
17.11.2023 19:37:54;NaN;71,21;50,76;90,47;29,87
17.11.2023 19:52:54;NaN;75,53;51,43;92,71;25,34
17.11.2023 20:07:54;NaN;84,77;46,32;78,51;19,56
17.11.2023 20:22:54;NaN;88,54;47,55;83,62;39,94
17.11.2023 20:37:54;NaN;76,82;50,72;91,14;20,15
17.11.2023 20:52:54;NaN;103,18;56,15;106,27;23,64
17.11.2023 21:07:54;NaN;98,22;50,72;93,06;15,88
17.11.2023 21:22:54;NaN;90,65;47,37;79,20;15,77
17.11.2023 21:37:54;NaN;91,59;52,77;92,35;19,88
17.11.2023 21:52:54;NaN;109,25;51,28;91,36;42,12
17.11.2023 22:07:54;NaN;111,41;54,86;101,26;16,87
17.11.2023 22:22:54;NaN;72,25;42,96;69,92;19,01
17.11.2023 22:37:54;NaN;67,51;52,62;93,52;41,15
17.11.2023 22:52:55;NaN;73,27;46,31;78,85;25,49
17.11.2023 23:07:55;NaN;87,47;50,85;91,63;37,74
17.11.2023 23:22:55;NaN;87,83;46,17;80,94;30,93
17.11.2023 23:37:55;NaN;59,12;53,90;97,04;27,52
17.11.2023 23:52:55;NaN;72,79;53,13;94,61;43,96
18.11.2023 00:07:55;NaN;68,16;51,77;90,00;27,62
18.11.2023 00:22:55;NaN;82,67;55,80;106,08;41,01
18.11.2023 00:37:55;NaN;80,84;57,69;109,26;28,10
18.11.2023 00:52:55;NaN;58,51;44,68;76,37;43,42
18.11.2023 01:07:55;NaN;81,67;50,57;92,78;39,21
18.11.2023 01:22:55;NaN;30,20;39,65;62,89;20,64
18.11.2023 01:37:55;NaN;28,49;37,13;57,86;30,95
18.11.2023 01:52:55;NaN;77,42;45,11;78,09;47,74
18.11.2023 02:07:55;NaN;77,04;48,87;87,53;22,54
